screen_name,created_at_month,created_at_day,created_at_year,country,location,friends_count,followers_count,statuses_count,favourites_count,favourited_count,dob_day,dob_year,dob_month,gender,mobile_favourites_count,mobile_favourited_count,education,experience,age,race,wage,retweeted_count,retweet_count,height
taexEAhn,10,1,2011,USA,Columbus OH,158,113,2565,1285,0,16,1949,12,male,0,0,13,0,32,white,23.53,1,141,171
elrlBseFC,10,26,2014,USA,Washington,475,113,781,283,12,25,1988,5,male,0,0,12,44,29,white,25.89057965,0,0,170
ilwrgaecl,5,30,2009,USA,Virginia USA,171,113,482,18,4,1,2000,6,male,0,0,12,26,51,persian,25.49,0,0,184
laton8JCe,5,6,2009,Earth,Worldwide,292,113,420,13,2,12,1997,7,female,0,0,15,0,20,white,13.86,1,1,167
ea2flerrn,3,4,2015,India,India,641,113,2281,1223,22,7,1965,4,male,0,0,13,3,42,persian,24.73,27,379,176
ayxRxb,7,3,2011,USA,Charlotte NC,94,113,3285,1346,3,6,1954,3,male,0,0,10,24,26,white,26.27,1,5,179
kYaCaob,3,22,2013,USA,Stamford CT,58,113,577,61,3,18,1932,1,female,0,0,15,0,39,white,35.55,0,0,168
naBRchyaA,12,1,2011,USA,Houston Texas,236,113,57,117,0,1,1992,1,male,0,0,16,22,37,white,26.73,1,28,175
RyVlkiice,1,6,2013,Sweden,Sweden,377,113,537,73,2,9,1995,2,male,0,0,15,22,38,white,9,1,2,181
dcbsereof,5,15,2009,USA,Minneapolis,535,113,382,104,1,17,1991,5,female,0,0,12,0,37,white,6,0,0,157
ii4n61t9,5,6,2011,England,London United Kingdom,325,113,5474,582,2,7,1992,12,female,0,0,14,0,43,white,27.09,1,83,163
uarMmaPbc,7,7,2010,USA,Brooklyn,92,113,7114,32,0,19,1988,2,female,85,85,13,0,43,white,20.38,0,0,163
ipawyhbal,8,29,2011,USA,Virginia Beach VA,85,113,196,34,3,27,1988,6,male,113,0,15,8,32,white,28.66,0,0,173
kedgeoiun,2,2,2015,South Africa,South Africa,122,113,5413,120,7,27,1972,1,female,0,85,16,0,30,white,11.3,1,95,152
bedwroror,12,16,2008,USA,SF,588,113,349,100,1,28,1951,4,male,0,0,14,0,40,white,7,1,87,178
lintv,2,29,2012,Germany,Hamburg,47,113,10,2,1,12,1990,9,female,0,0,16,5,44,white,17.63,0,0,155
Gtroieete,5,31,2010,USA,San Francisco California,65,113,7845,94,4,4,1973,6,female,0,0,11,16,28,latino,13.14503629,0,48,166
hasuesgey,3,27,2009,USA,New York USA,212,113,1313,54,9,10,1968,10,male,0,0,9,20,28,white,10.27,0,0,176
mizassko,8,14,2009,Canada,Toronto Canada,532,113,4309,4567,16,14,1988,3,female,0,0,17,0,11,white,24.42,0,1,168
rsrptdret,2,13,2013,USA,New Mexico,27,113,4947,242,3,5,1977,6,female,0,0,10,27,26,white,24.08,0,0,155
irv0zroAd,3,25,2015,Argentina,Buenos Aires Argentina,333,113,588,18,0,21,1980,11,male,0,0,14,0,32,white,37.86,0,84,176
ChiysRppi,5,29,2013,Ireland,Ireland,145,113,1045,2121,6,24,1963,3,female,0,0,12,-3,16,asian,21.78,0,3,161
boh89ii1s,5,9,2010,USA,San Diego CA,151,113,107,18,3,18,1949,7,male,0,0,10,35,7,white,58.30157281,0,3,186
himwlon,8,28,2013,United Arab Emirates,United Arab Emirates,295,113,3077,102,16,10,1992,12,female,0,0,13,32,63,white,6,1,4,159
kTMecihee,11,12,2013,USA,Philly,341,113,425,28,6,10,1954,6,female,0,0,15,20,30,white,18.03,1,1,152
iiAsknieH,1,13,2015,USA,Michigan,61,113,1715,737,2,17,1983,7,female,85,0,11,9,44,white,18.07,0,0,171
oeitlinek,4,6,2015,USA,Boston MA,11,113,1034,839,2,5,1985,11,male,0,0,13,0,40,white,83.21082614,0,0,174
ucrardgz,3,17,2011,Spain,Madrid,547,113,377,7,1,19,1989,7,female,0,0,11,0,24,white,7,0,0,164
LsCndiivE,4,12,2009,USA,Oklahoma,63,113,1588,50,0,15,1981,5,male,0,0,15,0,45,white,11.37,1,4,175
lieTtadel,10,3,2014,USA,Houston Texas,199,113,288,2519,3,1,2000,4,male,0,0,12,0,21,white,34.37,1,3,174
aeFooTNds,7,24,2014,Italy,Italy,8,113,2155,8,4,1,1950,1,female,0,85,14,30,19,hispanic,8,1,1,165
dmleWAlsy,2,5,2012,Canada,Vancouver,360,113,1291,14,4,10,1987,1,male,0,0,10,28,36,hispanic,9,0,0,182
asmnassh,8,23,2009,USA,Boston MA,139,113,637,52,1,10,1984,8,female,0,0,13,0,65,white,10.22,0,1,170
oaol4melr,4,22,2010,Nigeria,Lagos Nigeria,338,112,1893,282,1,17,1975,6,male,0,0,13,37,33,white,16.94,0,0,176
iatnlrgao,4,28,2009,USA,Raleigh NC,267,112,1347,785,0,5,1963,4,male,0,0,11,21,44,asian,14.7,1,9,190
2MdlaMer,5,15,2012,USA,Tampa Florida,69,112,732,1,11,5,1960,1,male,0,0,11,0,51,asian,16.62,0,1,182
yrestrkbp,8,24,2014,USA,Sacramento,68,112,59,13,0,1,1988,1,male,0,0,13,21,32,white,30.02,1,14,185
cehmirras,11,28,2011,France,Paris France,52,112,302,9,1,3,1949,2,male,0,0,13,0,27,white,16.16,0,0,171
reckreis,10,19,2009,Australia,Melbourne Australia,360,112,172,36,0,15,1992,10,male,0,0,10,20,33,white,20.28,0,0,181
MhinSeImy,12,29,2014,Kenya,Nairobi Kenya,26,112,590,326,3,25,1987,4,male,0,0,9,0,75,white,20.14,0,0,173
eTlrifiga,5,11,2012,USA,Florida,117,112,3165,5162,0,6,1963,5,male,0,0,12,11,44,asian,48.95463277,1,15,176
ickananrm,12,8,2009,USA,South Florida,186,112,5142,68,2,16,1993,4,male,0,0,13,2,30,white,46.83797559,0,1,172
yCllBodi,2,26,2009,Mexico,Ciudad de M??xico,169,112,229,276,0,1,2000,10,male,0,0,8,14,19,arab,6.5,1,13,180
r6it080iP,1,12,2010,Scotland,Scotland,226,112,150,123,1,26,1971,5,male,0,0,16,2,50,white,27.1,1,3,189
cMOMelnib,5,4,2009,Mexico,Mexico,69,112,1020,28,1,1,2000,4,male,0,0,12,8,30,pacific islander,7.5,0,0,178
eorypvler,12,27,2011,USA,Seattle WA,228,112,1282,38,32,8,1998,1,male,112,0,12,0,33,white,24.05,0,32,193
ocobrm,2,22,2009,Canada,Toronto,431,112,751,562,8,14,1990,1,male,0,0,12,0,41,white,25.91,0,2,172
nAlEexoet,8,31,2012,Australia,Melbourne,423,112,144,7,7,20,1978,5,male,0,0,10,0,3,white,11.74,0,2,177
Vemmyrris,1,10,2014,USA,Madison Wisconsin,182,112,10842,8,24,5,1996,7,male,112,0,14,-5,34,white,25.41,6,106,181
NAeleALws,3,7,2014,USA,SF CA,57,112,2398,0,4,14,1995,5,male,0,0,10,0,69,white,20.34,0,0,175
seosirnem,11,13,2009,USA,Vermont,171,112,1157,400,2,1,1973,1,male,0,112,9,0,46,white,19.51,1,527,175
u1nst10a,11,8,2009,Spain,Barcelona,372,112,151,6,2,11,1992,3,male,0,0,15,18,41,white,31.52328505,0,0,184
GnD1Si0a,4,5,2011,India,Mumbai,231,112,2914,172,1,10,1947,7,male,0,0,13,0,39,white,38.89,0,0,176
dailavine,7,21,2009,Japan,Tokyo Japan,337,112,2489,487,3,29,1939,11,male,0,0,15,0,18,white,44.12623321,2,5,175
nPLgoLo,5,6,2009,USA,Wall Street,106,112,2913,157,11,28,1980,3,male,0,0,12,17,36,latino,13.01718842,0,0,168
djacykuoz,11,1,2013,USA,SF Bay Area,225,112,26168,0,27,6,1974,5,male,0,0,11,0,35,white,23.49,0,50,173
anixioy13,8,17,2014,USA,Madison Wisconsin,55,111,566,1011,2,24,1989,7,male,0,0,14,0,51,asian,37.81,1,38,183
RMfAyl,9,23,2010,USA,Malaysia,104,111,5434,777,5,28,1973,5,male,0,0,13,0,50,asian,26.69,0,0,172
aesdrnleT,1,20,2014,Hong Kong,Hong Kong,164,111,244,7,2,15,1955,10,female,0,84,11,23,64,white,13.43,0,0,164
eDyalrW,4,15,2011,USA,Bay Area,125,111,197,12,1,5,1975,12,female,0,0,12,28,46,white,14.50616019,0,15,156
rrimouczi,9,1,2012,Hong Kong,Hong Kong,190,111,4991,265,3,19,1997,6,male,0,0,15,24,25,white,12.69,1,213,183
3029gwea,8,24,2012,Luxembourg,Luxembourg,362,111,6289,304,6,12,1984,10,female,0,0,8,0,30,latino,6.5,1,1,170
2oskwBSmr,4,15,2015,USA,Cincinnati Ohio,0,111,11399,2,198,16,1964,5,female,0,0,13,47,37,white,20.16,0,0,157
ofkderye,4,29,2009,England,Newcastle,277,111,175,5,0,1,1968,5,male,0,0,12,3,39,pacific islander,27.07,1,7,178
nurbtercr,5,25,2010,Canada,Vancouver BC Canada,179,111,1163,77,5,17,1991,1,female,0,0,11,0,23,latino,10.17,1,5,157
eTdarTese,11,13,2013,Mexico,Mexico,275,111,651,451,4,31,1951,12,female,0,0,7,20,39,white,9.5,2,10,162
rrcaalsen,10,5,2013,USA,Washington DC,91,111,1351,1063,0,4,1986,12,male,111,0,10,7,35,white,26.08,0,0,167
oaantrleS,3,9,2015,USA,Utah,439,111,228,1,1,26,1964,3,male,0,0,14,31,23,white,37.45809564,1,6,182
JizyoUBE,10,27,2013,USA,Seattle,96,111,1198,164,3,29,1980,10,female,0,0,13,19,20,white,8.5,0,0,163
yfcearpje,9,11,2011,India,Hyderabad,183,111,705,561,4,6,1958,4,female,84,84,13,0,37,white,21.34,0,0,156
eDBrgziwa,6,22,2012,India,Dubai,131,111,358,35,6,9,1961,6,male,0,0,11,8,26,white,6.5,0,0,171
nirakeezD,7,7,2011,Argentina,Argentina,203,111,1067,144,1,5,1947,6,male,0,0,12,0,23,white,17.4,1,1,179
kprlheehe,7,20,2011,England,Liverpool,332,111,5946,3257,2,10,1996,10,male,0,0,15,0,15,white,16.06,1,46,188
tsswoyutn,7,9,2009,Luxembourg,Luxembourg,52,111,105,67,0,6,1995,10,male,0,0,16,0,-2,white,29.76,2,5,183
Sbprziuaj,5,21,2011,USA,Miami Florida,24,111,315,195,0,2,1986,11,female,0,0,13,16,42,white,10.29,1,302,162
seienocld,3,21,2014,USA,Georgia,0,111,649,241,2,6,1988,6,male,0,0,11,19,34,white,25.82,1,4,174
FoXsLNctk,2,25,2011,USA,Austin Texas,2,111,11534,0,6,4,1978,7,male,0,0,13,19,11,white,39.34,0,0,184
oAeoysbda,8,24,2012,USA,CA,143,111,2389,10,0,14,1956,5,female,0,0,15,38,27,white,22.75,1,51,163
negttnsie,3,21,2014,USA,Philly,0,111,626,419,2,2,1990,3,female,0,0,13,15,34,white,14.81822993,1,6,154
rgobrvoe,1,15,2013,USA,Vermont,122,111,2067,346,0,19,1992,2,male,0,0,13,0,45,white,30.27,1,5,183
l3c1im0na,4,5,2015,Brazil,Brazil,0,111,1312,1054,1,1,2000,5,female,0,84,10,-10,24,white,27.04,0,0,167
nit030hk,1,23,2009,France,France,375,111,3507,2323,0,2,1978,1,male,0,0,8,23,37,white,48.09,1,439,173
ucSotNrem,2,19,2014,USA,New York NY USA,149,111,897,917,6,20,1976,4,female,0,0,11,0,32,white,5,2,3,168
LV1GS,12,3,2011,India,Mumbai India,288,111,3220,127,10,9,1986,6,female,0,84,9,40,26,white,21.26,5,29,149
mwgg,3,17,2008,USA,Rhode Island,245,111,1814,43,6,2,1988,1,male,0,0,6,27,29,latino,26.22,0,0,183
epievrvcn,3,21,2009,USA,TX,148,111,716,1397,10,30,1976,9,male,111,0,17,0,44,white,25.08,0,0,172
kkljtiko,8,13,2014,USA,Las Vegas NV,220,111,1755,115,14,30,1994,12,male,0,0,14,44,36,hispanic,27.31,1,9,173
PanaeAorm,11,12,2009,Malaysia,Kuala Lumpur Malaysia,260,111,76,4,1,24,1948,10,male,0,0,11,0,34,white,24.81,0,0,173
eaTtlchek,5,11,2010,USA,Memphis TN,295,111,1294,16,0,10,1942,10,male,0,0,11,0,30,white,26.71,0,1,179
IIIACA,6,25,2014,USA,LA,250,111,318,3,5,5,1947,6,male,0,0,13,0,23,asian,22.2,1,1,181
rgeihesay,6,2,2014,Canada,Ontario Canada,503,111,577,367,3,13,1979,1,male,0,0,16,20,39,asian,38.89686571,1,264,181
awmsDnfir,12,20,2010,Panama,Panama,80,111,1774,16,12,28,1981,6,female,0,0,12,28,25,white,18.23,1,1,167
reitgemey,5,27,2009,USA,Columbus Ohio,129,111,5735,2067,3,6,1986,2,male,0,0,10,1,46,white,42.02,0,0,185
ihRtcRsoo,6,10,2014,USA,Manchester,344,111,1742,265,24,24,1958,8,male,0,0,8,0,61,latino,22.29,1,5,176
ea5mjcmsa,8,4,2009,Netherlands,The Netherlands,204,111,1217,459,2,12,1992,12,male,0,0,17,0,0,latino,48.17,0,0,178
aWrscCiem,5,9,2014,USA,MA,216,110,528,5,2,6,1981,5,male,0,110,15,0,33,white,16.51,0,0,182
j5b4138j,7,25,2013,USA,California,43,110,3180,166,10,28,1996,7,male,0,0,12,23,34,white,21.56,1,1,166
SCutrPEgn,6,6,2012,England,Coventry,145,110,362,2,2,1,1996,10,male,0,0,12,30,41,white,82.60341131,1,63,176
MicPahelH,8,28,2009,USA,Las Vegas NV,176,110,1023,658,1,1,1981,1,female,0,0,14,16,31,arab,20.2,0,0,156
MKyarJcbo,1,27,2014,United Kingdom,England,70,110,262,195,3,13,1970,11,female,0,0,13,0,41,hispanic,16.05,1,1,155
Y0C53Y,12,4,2014,USA,SF CA,106,110,1433,161,14,19,1966,9,male,0,0,10,0,38,white,21.4,0,0,172
rzLoeLvne,3,31,2013,USA,Virginia USA,110,110,10814,1041,6,1,2000,1,male,0,0,13,0,30,white,16.12,0,0,178
ojmstocrs,8,19,2014,Canada,Montreal,468,110,42,14,0,10,1960,10,female,0,0,12,0,46,white,7,0,2,161
dij1kheta,9,21,2014,Switzerland,Switzerland,225,110,5098,86,8,7,1992,4,male,0,0,14,17,56,white,18.15,1,19,175
iociedtrh,3,11,2011,USA,Mountain View CA,180,110,5467,117,11,13,1995,4,male,0,0,12,11,48,white,21.21,1,151,180
nopsnoa,6,3,2011,Canada,Calgary Alberta Canada,591,110,2874,1447,0,14,1983,2,male,0,0,11,0,37,white,5.5,1,176,177
arn0uus0s,4,10,2011,Canada,Ontario Canada,144,110,744,47,1,16,1959,9,female,0,0,15,0,41,white,14.16432983,0,0,168
BneesirjB,4,28,2012,USA,San Francisco Bay Area,341,110,152,47,0,1,1980,6,female,0,0,18,0,10,white,39.39,0,0,158
vabss7img,3,31,2012,USA,So Cal,0,110,17456,0,48,3,1991,2,male,0,0,11,0,42,white,22.68,1,1268,185
tinacl,12,31,2012,USA,Massachusetts,798,110,7837,19666,1,8,1982,2,male,0,0,13,10,36,white,8.5,1,78,193
jsalnribn,10,9,2011,USA,Madison Wisconsin,749,110,102,108,0,19,1988,7,female,0,0,9,26,22,white,19.53,0,0,165
oamSJsoan,12,2,2008,USA,Portland,320,110,207,42,7,28,1959,2,male,0,0,15,31,40,white,26.9,2,2,169
iUA8n9,11,5,2011,USA,Indianapolis,55,110,737,293,0,18,1962,2,male,0,0,10,10,39,white,30.41,1,196,169
oppCaAlau,3,4,2015,USA,Alexandria VA,11,110,185,1,2,13,1991,8,female,0,0,14,6,41,white,26.41,0,0,163
nnyesKnJo,7,25,2012,USA,Investors Hangout,441,110,269,13,6,18,1991,7,male,0,0,11,4,38,white,20.14,2,9,184
d9iljee4n,6,3,2011,USA,Virginia USA,297,110,1685,1430,2,1,1983,1,male,0,0,12,8,61,white,39.75526481,0,0,171
7kn233,9,6,2013,Earth,Earth,198,110,580,110,2,1,1999,5,male,0,0,15,20,35,arab,13.96,0,0,178
SilmCsgpn,10,19,2012,USA,Atlanta GA USA,221,110,228,0,2,14,1955,5,male,0,110,12,38,29,white,16.96,0,0,178
rsGotnDat,3,3,2014,USA,Charleston SC,57,110,2532,235,10,31,1963,7,female,0,0,12,13,13,white,21.57,0,0,161
K9un8eih,3,16,2014,USA,New Orleans LA,757,110,838,6,2,1,2000,1,female,0,0,13,13,16,white,10.65,1,67,155
ahvsivina,8,10,2012,USA,Akron Ohio,288,110,2158,55,21,2,1943,4,female,83,0,13,0,0,white,26.41,1,13,171
hisgrdpi,6,22,2009,USA,Ohio,201,110,552,59,1,5,1955,10,female,0,83,16,0,35,white,24.82,0,0,169
iiagkrllz,11,24,2009,USA,New Jersey USA,267,110,2357,44,5,25,1999,9,female,0,0,13,19,0,white,20.25,1,13,164
lemArutKs,12,23,2014,India,hyderabad,266,110,724,1204,3,12,1994,5,male,0,0,12,17,22,white,83.17013399,0,0,177
VEM,8,8,2011,USA,Ohio,228,110,2296,1539,0,11,1985,4,male,0,0,9,0,47,white,14.13,0,0,177
oujoinaag,5,2,2011,Earth,Global,179,110,1463,1046,5,6,1995,10,male,0,110,15,1,45,white,31.59,0,0,185
CaonaJoct,1,11,2012,Belgium,Belgium,298,110,3324,454,5,17,1986,3,male,0,0,15,19,0,white,34.22,2,19,176
yoEtHrneg,3,4,2011,England,London England,60,110,1584,318,10,8,1958,8,male,0,0,14,28,33,white,41.03,0,0,180
eyefejttr,8,26,2013,Brazil,Brazil,147,110,2229,135,0,23,1960,3,female,0,0,11,0,33,white,22.75,0,0,157
tgteeosra,2,2,2013,USA,Southern California,83,110,1420,110,0,18,1983,4,male,0,110,9,7,36,white,27.69,0,0,184
mnaugohic,11,17,2014,United Kingdom,UK,1,110,1261,6,5,25,1990,1,male,0,0,11,0,55,latino,15.76,1,25,181
baPMbGy,9,26,2010,USA,Palo Alto,63,110,15913,58,4,24,1972,9,male,0,0,12,1,43,white,18.99,0,0,169
lgkbgvixo,3,10,2015,USA,New Mexico,27,110,24714,22690,20,9,1949,3,male,0,0,8,38,46,white,25.54,1,1,175
izLzauynD,9,26,2009,USA,SF,77,110,180,16,4,10,1990,2,female,0,0,13,5,36,white,13.10765194,2,3,165
ydxftoi,4,5,2009,India,Dubai,188,109,7171,47,5,2,1992,2,male,0,0,15,0,30,white,51.09302157,1,1,187
atloyroWa,2,6,2013,USA,Las Vegas Nevada,115,109,191,17,1,30,1981,4,female,0,0,12,11,38,white,10.56,0,6,158
nsnsdidye,3,25,2014,USA,Oregon,0,109,404,263,1,30,1977,3,male,0,109,15,-1,45,white,21.03,1,6,185
mreirmlao,1,19,2015,Canada,Vancouver BC,525,109,492,328,0,18,1993,10,female,0,0,12,17,39,white,14.74593451,1,20,165
rocearnre,9,6,2008,Mexico,Mexico,118,109,515,89,6,20,1978,1,female,0,0,14,44,34,white,9.5,0,0,172
g20lu0oG0,11,25,2013,USA,Fort Worth TX,84,109,4295,68,7,29,1999,9,male,0,109,15,19,24,latino,14.91,0,29,182
idaligm92,10,19,2012,Germany,Hamburg,200,109,1552,55,20,23,1955,6,male,0,0,12,10,50,white,14.62,0,0,180
ctsfejtfc,3,12,2014,USA,Columbus Ohio,317,109,1789,174,2,1,1994,1,female,0,0,15,14,33,white,6.5,1,66,168
wmaruaizw,2,10,2015,USA,Chicago Illinois,462,109,2999,156,6,11,1992,1,male,0,0,11,26,28,white,9.5,0,5,170
A7SMUIHK,2,20,2009,USA,Houston TX,732,109,829,82,0,16,1991,7,male,0,0,12,28,46,white,18.24,0,0,175
rBderiol,3,20,2014,USA,Santa Barbara CA,99,109,278,89,5,16,1993,1,male,0,0,16,21,23,asian,16.53,1,1,179
emdbnart7,7,20,2012,USA,San Jose CA,593,109,322,43,0,6,1974,11,female,0,0,12,0,42,white,12.39,1,131,169
huiiCMaht,12,16,2011,Switzerland,Zurich Switzerland,181,109,178,4,5,1,1940,12,male,0,109,8,0,10,white,14.43,0,1,178
kthkrc,5,18,2009,USA,Georgia,160,109,667,35,2,1,1990,1,female,82,0,13,19,38,white,9.5,1,138,161
ttiotsvKI,8,30,2013,USA,Georgia,35,109,1203,6,1,29,1960,11,male,0,0,10,23,31,white,15.52,0,0,178
fas3ol137,3,26,2014,USA,Columbus Ohio,192,109,320,64,0,13,1972,7,female,0,0,12,10,48,white,10.35,1,1,158
mokrh,1,16,2009,USA,Tennessee,102,109,110,109,5,17,1996,4,male,0,0,14,0,31,white,18.59,1,7,183
ooonhLSod,12,18,2012,USA,San Francisco,68,109,15388,2,5,20,1976,6,male,0,0,12,14,41,indian,15.96,0,0,167
Xpeurhsa,5,19,2009,USA,CT,213,109,2352,7713,2,15,1990,8,male,0,0,11,15,24,white,13.7,0,0,181
roollinbc,3,12,2011,USA,NJNYC,382,109,6757,1788,9,28,1978,9,male,109,0,11,0,42,white,27.67,3,18,170
tVeonrreo,7,28,2014,Spain,Madrid Spain,163,109,1046,672,3,20,1961,10,male,0,0,12,0,33,hispanic,11.24,1,4,181
ilS88oasC,7,26,2011,USA,San Francisco,314,109,111,21,2,3,1965,5,female,82,0,10,38,44,asian,19.5,0,0,167
krwiMMsak,10,9,2012,USA,San Jose CA,722,109,200,255,0,8,1984,10,female,0,0,16,-3,40,asian,21.19,0,0,164
pdar7Sa,12,17,2009,Belgium,Belgium,427,109,693,575,0,8,1989,3,male,0,0,13,18,38,white,41.99,1,32,180
endzre0Fb,9,5,2013,USA,Omaha NE,32,109,146,3,2,24,1974,8,female,0,0,10,24,29,mixed,18.21,0,0,160
eoxelAwyn,4,21,2009,USA,Florida USA,279,109,218,15,1,29,1973,4,male,0,109,10,0,32,white,19.86,0,0,185
lnaraixde,1,1,2010,USA,Boston MA,98,109,1897,3898,6,6,1984,8,male,0,0,13,0,44,white,21.2,1,10,190
apsutrtb,4,4,2008,USA,Fremont CA,240,109,1080,81,6,1,1988,1,male,0,0,9,-6,40,white,16.34,0,0,184
ylalsnben,8,28,2008,USA,U.S.A.,298,109,2363,1102,10,19,1978,12,male,0,0,10,0,0,latino,31.45,1,6,172
nnoiajshj,1,16,2009,USA,New Mexico,65,109,3729,2,7,1,1988,1,male,0,0,18,0,55,white,12.43,0,0,183
08tq7auSJ,4,9,2012,USA,Kansas City,161,109,1865,654,0,22,1988,12,male,0,0,14,0,25,white,7,1,154,174
a7k2esyy,3,4,2014,USA,Florida USA,363,109,630,875,1,27,1973,6,female,0,82,15,0,43,white,41.63,1,52,164
lnyKenAyd,1,30,2012,USA,Seattle WA,203,109,224,194,2,27,1937,7,female,0,0,14,50,37,white,14.14672436,0,2,170
ekrrtosi,4,24,2007,USA,DC,411,109,437,1447,0,8,1996,4,male,0,0,10,-2,25,white,9,0,24,186
AlenxlaeD,5,30,2009,Earth,The World,751,109,203,166,1,1,1984,6,male,0,0,9,11,42,white,7.5,0,1,178
jretlte,8,3,2007,USA,New Jersey USA,191,109,2022,36,14,23,1994,4,male,0,0,10,0,35,white,52.84018273,0,11,174
emmneo,12,16,2008,USA,Pasadena CA,161,109,6545,7,2,2,1950,11,male,0,0,14,16,35,white,8.5,0,1,161
onbbayebH,8,24,2014,Argentina,Argentina,305,109,1519,56,2,14,1971,2,female,0,0,16,0,27,asian,30.69,1,6,165
tkdiyslml,1,16,2013,USA,TEXAS,141,109,3510,335,2,9,1991,2,male,0,0,13,9,29,white,77.61581653,0,0,166
loiitmasn,8,19,2009,USA,bitly.comTwiBuildd,194,109,2571,12,2,20,1986,2,male,0,0,14,0,25,white,32.79,1,48,189
doGJurflM,9,14,2011,Colombia,Colombia,561,109,612,199,6,13,1983,2,male,0,0,14,0,32,white,14.91,0,0,180
1vhairtkb,3,30,2014,Luxembourg,Luxembourg,324,108,632,124,4,17,1954,1,male,0,0,11,14,40,white,5.5,0,0,178
stnrenMiI,11,12,2013,USA,Kentucky,148,108,623,3,5,26,1954,4,male,0,0,12,18,0,white,29.12,0,10,180
ndirreRTa,9,11,2013,Canada,Montreal Canada,5,108,260,303,1,2,1995,4,male,0,0,15,12,36,white,14.98,0,3,179
telitgesd,3,21,2014,USA,Michigan,0,108,238,78,1,26,1991,10,male,0,0,9,30,49,white,32.46,0,3,174
trespedar,4,19,2013,USA,Oklahoma,3,108,4088,1,7,18,1976,3,male,0,0,15,13,40,white,39.21,0,1,181
hdkiaun,5,4,2009,USA,South Carolina,106,108,1999,189,7,23,1984,12,male,0,0,11,3,43,white,10.51,0,0,177
zketkoa,6,11,2009,Malaysia,Kuala Lumpur Malaysia,16,108,1037,74,4,31,1974,12,male,0,0,13,0,27,white,14.16,0,0,170
laeoldunr,6,1,2014,USA,Fremont CA,289,108,5660,8212,6,4,1982,4,male,0,0,12,0,55,pacific islander,39.05,1,9,177
BSdlmlink,12,14,2013,USA,Irvine CA,176,108,114,1,4,27,1993,8,male,0,0,12,0,29,white,27.39,0,1,174
SnppetmAa,4,15,2015,USA,Sarasota Florida,287,108,356,40,5,10,1997,7,male,0,0,12,0,25,white,25.71,0,0,186
elekrozvi,12,18,2010,Australia,Melbourne Australia,322,108,2098,26,5,1,1977,1,male,0,0,11,25,43,white,61.15714122,1,35,170
t6na76idv,11,13,2011,USA,Mississippi,128,108,1595,39,1,6,1906,8,male,0,0,11,7,24,indian,24.52,0,0,163
oicwro,6,27,2012,USA,Oakland CA,1071,108,591,328,11,8,1980,4,male,0,0,12,15,0,asian,11.18,1,2,185
a03ahj1rs,3,31,2010,USA,Wisconsin,39,108,287,5,3,15,1989,2,male,0,0,10,0,34,white,10.31,2,86,172
icdime,11,20,2013,South Africa,South Africa,628,108,634,71,6,14,1942,10,male,0,0,14,20,32,white,19.89,0,0,183
a0jMCo5r3,2,9,2013,Sweden,Sweden,78,108,869,118,0,26,1978,12,male,0,0,17,-8,33,white,21.38,1,296,174
neSkaeaPr,2,26,2010,Belgium,Belgium,68,107,152,25,3,6,1980,2,female,0,0,11,0,37,white,19.68,1,112,155
vve1asi9o,1,12,2015,USA,Texas,186,107,105,53,4,7,1953,1,female,81,0,13,12,24,white,11.37,1,2,158
vienathri,5,29,2009,USA,Boston,172,107,324,164,1,14,1984,2,male,0,0,14,0,63,white,31.06,1,129,184
ntloeeVra,10,24,2014,Earth,Worldwide,74,107,243,230,4,19,1979,4,female,0,0,9,33,38,white,23.88,0,0,161
o2Jnel5Bu,11,1,2011,Kuwait,Kuwait,237,107,156,8,2,3,1976,6,female,0,0,12,11,42,white,22.45,0,1,161
eersrcldm,4,11,2013,USA,North Dakota,642,107,1876,108,6,8,1985,5,male,0,0,11,28,39,white,8.5,0,0,182
eevoFPFrP,9,7,2013,Germany,Germany,1077,107,4263,2147,2,11,1975,6,male,0,0,20,19,27,white,22.02,1,82,180
OsewXMN,3,28,2015,USA,Houston TX,62,107,4241,0,15,26,1959,7,female,0,0,10,0,41,white,24.3,0,0,158
uKefJafh,11,18,2010,France,France,394,107,371,127,1,3,1970,6,female,0,0,17,0,29,white,27.15,0,0,164
e3ln0r5do,10,18,2011,USA,NC,70,107,1370,504,3,1,2000,8,male,0,0,6,35,0,white,19.46,0,0,184
chenlvpia,11,21,2011,Argentina,Buenos Aires,518,107,416,0,3,13,1961,5,female,0,81,12,-1,36,white,34.5,1,2,158
eaenscrle,4,24,2014,USA,Florida USA,217,107,1163,132,1,1,1966,7,male,107,0,14,15,32,white,34.59,0,24,177
819tv2g,5,14,2012,USA,Kentucky,40,107,2030,141,1,3,1959,12,female,0,0,15,23,41,latino,13,5,14,151
ougnSuBna,10,6,2009,USA,Miami,105,107,2327,9,3,1,1900,8,male,0,0,12,0,35,white,30.53,0,42,181
a3a3sBm,10,16,2012,USA,Omaha NE,260,107,515,5,14,19,1967,3,male,0,0,15,0,41,white,16.38,0,3,180
pocatortt,9,1,2014,USA,Georgia,178,107,1352,4186,1,21,1975,1,female,0,0,13,30,35,white,18.81,1,3,164
adgvdogsi,7,5,2011,USA,Alabama,245,107,171,8,2,18,1952,9,male,0,0,10,5,36,white,34.87774342,1,2,181
uradktehl,11,30,2011,England,London UK,342,107,67,4,8,22,1945,6,male,0,0,11,16,31,white,12.7,1,32,176
